OG0004835.2	OG0000692.0	OG0004617.12	OG0004338.2	OG0000027.1	OG0004464.0	OG0000107.44	OG0000038.0	OG0009883.5
-1.2012443860853812	-2.67116353577046	-1.3462979086065388	-2.4847921809641793	-2.3936525332754277	-0.9905094970525475	-2.409278229990159	-2.9307102872844655	-1.386468347082073
OG0015300.0	OG0006416.0	OG0004249.0	OG0006087.9	OG0000116.0	OG0000090.24	OG0006389.4	OG0000013.2	OG0000442.2
-1.571964836718095	-3.016249351645075	-1.6743833251783957	-2.1610079067062595	-1.732164607902385	-1.3778192957794075	-1.8119789485830515	-1.2726458463191588	-1.386468347082073
OG0004595.0	OG0002284.0	OG0011372.0	OG0000007.976	OG0000047.282	OG0000349.0	OG0003313.1	OG0005490.6	OG0000015.1
-1.9373256372366074	-1.690590950759881	-2.427013346937462	-1.3154505308161575	-2.4104282460262545	-2.286304185156641	-3.2189341015640367	-3.349382474621595	-1.0081017984969645
OG0002284.0	OG0006168.0	OG0000245.24	OG0006647.0	OG0000047.282	OG0000018.289	OG0000060.0	OG0004808.0	OG0007182.0
-1.690590950759881	-3.0320936297098533	-1.367731784500487	-1.6501818280241396	-2.4104282460262545	-1.58337640836713	-1.3061450976464348	-2.2716005413289375	-2.5203555254237644
OG0000310.18	OG0006118.4	OG0000486.2	OG0010782.2	OG0012919.2	OG0000011.866	OG0000105.0	OG0003914.5	OG0003049.0
-1.6157291074575852	-2.334243417320602	-1.8349563505169555	-5.770436686339868	-3.5789733381898703	-1.3733272473940066	-1.6148451031156563	-2.5403585500713883	-2.0165411884096764
OG0004225.4	OG0000710.0	OG0000002.1788	OG0000192.0	OG0004763.0	OG0000043.242	OG0006571.8	OG0005142.2	OG0007182.0
-1.7998723457263979	-1.9825056205407274	-1.3932735249871873	-1.5657587667480637	-2.7350432820351775	-1.1639142882975944	-1.9186603725480613	-2.199586687361243	-2.5203555254237644
OG0000575.28	OG0011332.6	OG0004238.6	OG0000710.0	OG0004933.6	OG0000032.252	OG0000007.585	OG0011465.0	OG0005097.2
-1.9850734557618972	-3.0356383367532653	-2.6241542753321765	-1.9825056205407274	-2.5332423842738288	-1.542458237592193	-1.347215245091244	-2.2573900969054144	-2.6197138438769216
OG0000196.0	OG0004970.0	OG0008468.4	OG0000002.1788	OG0006212.0	OG0005902.0	OG0000035.64	OG0006418.0	OG0000442.2
-1.1752728727678972	-2.3936525332754277	-2.270207978440035	-1.3932735249871873	-2.8308446411691066	-1.8785866690841353	-1.6321816563938067	-3.151362038095294	-1.386468347082073
OG0000265.0	OG0004977.0	OG0004724.0	OG0007401.0	OG0000139.0	OG0000002.1788	OG0000121.128	OG0000004.846	OG0004848.14
-2.897543423349266	-1.8316146945852478	-2.180495303958067	-2.360304766600418	-1.5587290095614008	-1.3932735249871873	-2.13384372432621	-2.670704151897485	-3.368104140946196
OG0005783.0	OG0000009.921	OG0000486.2	OG0000429.0	OG0007676.5	OG0003732.8	OG0004736.6	OG0000009.1514	OG0000075.0
-1.4868124796291446	-1.4908615842822894	-1.8349563505169555	-1.886299500835272	-2.25635578329374	-3.1791879227712805	-2.207894294337095	-3.2467377807321434	-1.5942254220501242
OG0005414.0	OG0000132.40	OG0000334.9	OG0000045.0	OG0005090.0	OG0000200.0	OG0003993.4	OG0005828.2	OG0006662.0
-2.091110253026279	-1.6201572725083175	-2.089267338097087	-1.3462979086065388	-1.9666298615394082	-1.6481455608676208	-3.4266254735540556	-2.392894616241506	-2.948419079369355
OG0000177.8	OG0006118.4	OG0000710.0	OG0005898.4	OG0000060.0	OG0000002.1788	OG0006474.4	OG0005468.0	OG0010736.0
-2.107803289534515	-2.334243417320602	-1.9825056205407274	-2.31114825613412	-1.3061450976464348	-1.3932735249871873	-1.989649811830433	-2.435963338133392	-2.7150121530621574
OG0014053.1	OG0003722.24	OG0000039.0	OG0000710.0	OG0006881.2	OG0000192.0	OG0000007.585	OG0003588.2	OG0003726.9
-13.287712379549449	-3.386091221203337	-1.3222888137393203	-1.9825056205407274	-2.9556758311877984	-1.5657587667480637	-1.347215245091244	-1.7485535684414182	-3.505697044545254
OG0009918.2	OG0003205.0	OG0000169.16	OG0000200.0	OG0007195.0	OG0000001.1420	OG0004571.0	OG0012902.0	OG0000127.0
-2.7978644191101516	-1.5568177330077777	-1.6402539530945293	-1.6481455608676208	-2.061902438925907	-1.3147325934831586	-1.9899363166553026	-3.5324074912870507	-1.4623560380701153
OG0000923.0	OG0000035.64	OG0003625.28	OG0007405.0	OG0000334.9	OG0005222.2	OG0000026.45	OG0012684.0	OG0006119.2
-1.6228207102633614	-1.6321816563938067	-2.300448367476911	-3.5496201199289588	-2.089267338097087	-2.672082742581352	-1.1872142911325638	-2.1366958406572016	-3.576045405985103
OG0006656.6	OG0004737.6	OG0007220.2	OG0000007.976	OG0000486.2	OG0006859.2	OG0002711.15	OG0000192.0	OG0000015.773
-2.5378429521526056	-2.703219582573575	-2.0941870190482343	-1.3154505308161575	-1.8349563505169555	-2.701341684435485	-2.2508519328764036	-1.5657587667480637	-0.9905094970525475
OG0003229.0	OG0000039.0	OG0000349.0	OG0000100.1	OG0000074.152	OG0003732.8	OG0004940.0	OG0005670.18	OG0005644.0
-3.4863273498680676	-1.3222888137393203	-2.286304185156641	-1.4305089080412838	-1.6375581658743559	-3.1791879227712805	-1.8383057645638685	-1.8465837577447524	-2.2997378552532965
OG0000923.0	OG0004998.0	OG0007295.0	OG0000239.0	OG0005212.2	OG0000010.475	OG0005399.4	OG0007182.0	OG0000127.0
-1.6228207102633614	-3.9343449753427513	-2.1449671027979202	-1.7107557148433576	-1.8468432119385798	-1.5407782431771522	-1.5728229453179	-2.5203555254237644	-1.4623560380701153
OG0006217.0	OG0000027.457	OG0002284.0	OG0005922.6	OG0005681.2	OG0000139.0	OG0001557.1	OG0000007.585	OG0006866.0
-1.8051564880004805	-2.107803289534515	-1.690590950759881	-2.7695510237924936	-1.825210106952185	-1.5587290095614008	-1.6615470596449509	-1.347215245091244	-1.6190489563741528
OG0000334.9	OG0007553.0	OG0000039.0	OG0000121.128	OG0001624.47	OG0000043.242	OG0006151.2	OG0003463.6	OG0003726.9
-2.089267338097087	-1.7607241741174424	-1.3222888137393203	-2.13384372432621	-3.2848973639423953	-1.1639142882975944	-3.089267338097087	-2.0017322736212373	-3.505697044545254
OG0000486.2	OG0000429.0	OG0003991.2	OG0000100.1	OG0015299.0	OG0008987.2	OG0006416.0	OG0000006.561	OG0006844.0
-1.8349563505169555	-1.886299500835272	-3.0180012584066676	-1.4305089080412838	-1.9988463053836296	-1.5825120014863339	-3.016249351645075	-1.4663369871769107	-2.2542893780119995
OG0000923.0	OG0000176.0	OG0005093.2	OG0000139.0	OG0000032.252	OG0010876.2	OG0009935.2	OG0005105.0	OG0005490.6
-1.6228207102633614	-1.873555700275309	-2.0522964439469233	-1.5587290095614008	-1.542458237592193	-2.3540217245972155	-2.617941491023932	-2.0603972796439565	-3.349382474621595
OG0000018.842	OG0000228.54	OG0002713.0	OG0006370.4	OG0006837.2	OG0000015.773	OG0004840.3	OG0011286.4	OG0000006.561
-1.4707287562940685	-1.3025820060825506	-2.599899316984519	-1.8028894852873039	-2.0800879113226918	-0.9905094970525475	-2.380821783940931	-5.797864419110152	-1.4663369871769107
OG0005686.0	OG0005941.0	OG0000109.0	OG0012101.2	OG0000011.1	OG0000187.1	OG0007195.0	OG0010546.2	OG0000015.1
-2.464345139503214	-2.615287037577954	-1.6975932054422744	-1.8421801605211374	-1.347949534477697	-1.5274082542630671	-2.061902438925907	-2.0276749584428484	-1.0081017984969645
OG0012939.0	OG0009980.2	OG0001682.68	OG0000056.0	OG0000047.282	OG0000015.773	OG0000169.16	OG0003732.8	OG0005827.2
-1.5663995373741375	-2.9953907467474106	-2.745164117214237	-1.357714316940423	-2.4104282460262545	-0.9905094970525475	-1.6402539530945293	-3.1791879227712805	-1.9997114898418764
OG0000575.28	OG0003980.9	OG0000127.0	OG0000045.0	OG0006103.0	OG0005650.10	OG0007308.0	OG0005399.4	OG0000442.2
-1.9850734557618972	-2.068241312155092	-1.4623560380701153	-1.3462979086065388	-2.798868033092113	-2.810966175609983	-1.2702079784400349	-1.5728229453179	-1.386468347082073
OG0000176.0	OG0004329.0	OG0004779.11	OG0000239.0	OG0000710.0	OG0005463.3	OG0000011.1	OG0003731.0	OG0008987.2
-1.873555700275309	-1.9839316313723467	-2.484388460507959	-1.7107557148433576	-1.9825056205407274	-2.3584539709124765	-1.347949534477697	-2.3481331652347563	-1.5825120014863339
OG0007030.0	OG0000176.0	OG0005882.2	OG0000109.0	OG0000192.0	OG0000032.252	OG0004957.0	OG0006563.0	OG0001785.1
-2.1713684183119812	-1.873555700275309	-2.9612828924271466	-1.6975932054422744	-1.5657587667480637	-1.542458237592193	-3.016249351645075	-3.1225541341655414	-1.7846320277965204
OG0005305.2	OG0000196.0	OG0002713.0	OG0004724.0	OG0000047.282	OG0009035.2	OG0000116.0	OG0003746.36	OG0000011.866
-1.5929192245494994	-1.1752728727678972	-2.599899316984519	-2.180495303958067	-2.4104282460262545	-2.4181185363086657	-1.732164607902385	-2.575185379109626	-1.3733272473940066
OG0000177.8	OG0000009.921	OG0000010.64	OG0007738.7	OG0000047.282	OG0003695.0	OG0003568.0	OG0003897.10	OG0014536.2
-2.107803289534515	-1.4908615842822894	-1.4568010998066674	-2.470328951652217	-2.4104282460262545	-2.745164117214237	-1.656535323845471	-1.8018830708475446	-2.947305888696155
OG0004245.1	OG0006572.0	OG0000192.0	OG0000074.152	OG0003726.9	OG0006487.0	OG0000013.2	OG0005473.2	OG0000015.1
-2.67116353577046	-2.9885043611621707	-1.5657587667480637	-1.6375581658743559	-3.505697044545254	-2.5162229100488513	-1.2726458463191588	-2.2709040918628958	-1.0081017984969645
OG0009969.2	OG0010689.0	OG0000228.54	OG0000007.976	OG0005153.1	OG0004376.0	OG0000035.64	OG0000090.24	OG0003993.4
-2.8140066299300344	-2.5666131908422645	-1.3025820060825506	-1.3154505308161575	-2.2997378552532965	-2.637558165874356	-1.6321816563938067	-1.3778192957794075	-3.4266254735540556
OG0006123.2	OG0000228.54	OG0016286.0	OG0009930.0	OG0005137.0	OG0000187.1	OG0000026.45	OG0005399.4	OG0000015.1
-3.089267338097087	-1.3025820060825506	-2.365127976835786	-2.130997235324748	-1.923304098169617	-1.5274082542630671	-1.1872142911325638	-1.5728229453179	-1.0081017984969645
OG0004494.1	OG0006837.2	OG0000018.289	OG0012758.0	OG0003505.8	OG0006917.0	OG0000169.16	OG0000200.0	OG0000102.0
-2.3244550229164016	-2.0800879113226918	-1.58337640836713	-2.3269863847103918	-2.887900420223765	-2.7302486779516255	-1.6402539530945293	-1.6481455608676208	-1.5153978056277968
OG0003584.16	OG0000923.0	OG0000000.3460	OG0016038.0	OG0009811.0	OG0000011.1	OG0000187.1	OG0005904.2	OG0006474.4
-1.9953907467474106	-1.6228207102633614	-2.1694201465224596	-2.675765437729469	-2.9137597241792563	-1.347949534477697	-1.5274082542630671	-3.4671344968936753	-1.989649811830433
OG0004981.2	OG0003424.0	OG0000000.3460	OG0000018.289	OG0011494.6	OG0000169.16	OG0001557.1	OG0006418.0	OG0005192.4
-2.1584293626044833	-1.5116906642966368	-2.1694201465224596	-1.58337640836713	-2.617941491023932	-1.6402539530945293	-1.6615470596449509	-3.151362038095294	-2.363642193964105
OG0000923.0	OG0003155.34	OG0008562.0	OG0000429.0	OG0005463.3	OG0000574.1	OG0000035.64	OG0006606.0	OG0000013.2
-1.6228207102633614	-2.9072513144604764	-2.6597225952337458	-1.886299500835272	-2.3584539709124765	-2.40621599473934	-1.6321816563938067	-2.4803574574918454	-1.2726458463191588
OG0000575.28	OG0006149.1	OG0000923.0	OG0004061.2	OG0006502.0	OG0005071.2	OG0000032.252	OG0000007.585	OG0004975.0
-1.9850734557618972	-1.7801654761146297	-1.6228207102633614	-1.8344417455388262	-1.5445609854369495	-2.439872023918736	-1.542458237592193	-1.347215245091244	-2.7312063248775216
OG0006123.2	OG0007782.8	OG0002982.0	OG0005169.0	OG0000045.0	OG0000245.24	OG0000486.2	OG0000035.64
-3.089267338097087	-1.9697345571423308	-1.7617022724877125	-2.5950968778548695	-1.3462979086065388	-1.367731784500487	-1.8349563505169555	-1.6321816563938067
OG0003980.9	OG0006252.6	OG0000009.921	OG0000139.0	OG0005870.0	OG0000001.425	OG0000074.152	OG0006444.0	OG0009860.0
-2.068241312155092	-2.1597180585730555	-1.4908615842822894	-1.5587290095614008	-2.6610907271910786	-1.2827897009804041	-1.6375581658743559	-1.8791172667513478	-2.668409424133763
OG0009002.5	OG0006825.0	OG0000109.0	OG0000045.0	OG0003156.4	OG0005090.0	OG0000192.0	OG0000233.202	OG0000015.1
-2.6317345170625073	-1.819088336631431	-1.6975932054422744	-1.3462979086065388	-2.4158071418902627	-1.9666298615394082	-1.5657587667480637	-1.7485535684414182	-1.0081017984969645
OG0009893.3	OG0002713.0	OG0000245.24	OG0000000.3460	OG0003204.0	OG0015345.0	OG0000200.0	OG0000026.45	OG0005416.0
-1.8698598646635514	-2.599899316984519	-1.367731784500487	-2.1694201465224596	-3.0721793798037935	-3.0740005814437765	-1.6481455608676208	-1.1872142911325638	-2.1265804965651434
OG0000010.64	OG0004895.0	OG0005141.0	OG0002709.2	OG0006719.1	OG0000121.128	OG0000032.252	OG0000090.24	OG0006418.0
-1.4568010998066674	-2.0673340518542216	-2.3011592297927903	-2.7495234474970305	-1.5340777606960627	-2.13384372432621	-1.542458237592193	-1.3778192957794075	-3.151362038095294
OG0006461.4	OG0000334.9	OG0005650.10	OG0006790.0	OG0000200.0	OG0000007.585	OG0005682.0	OG0000013.2	OG0010545.0
-3.095419565078682	-2.089267338097087	-2.810966175609983	-2.077041035763828	-1.6481455608676208	-1.347215245091244	-2.1456053222468996	-1.2726458463191588	-2.46315134957917
OG0004576.6	OG0006136.0	OG0004723.0	OG0006651.0	OG0001557.1	OG0000090.24	OG0000001.1420	OG0000102.0	OG0008457.0
-2.173970213500261	-2.3093594213843067	-2.4847921809641793	-2.2283679187250245	-1.6615470596449509	-1.3778192957794075	-1.3147325934831586	-1.5153978056277968	-3.1558554189406562
OG0004737.6	OG0000196.0	OG0016286.0	OG0000047.282	OG0000011.1	OG0000574.1	OG0000116.0	OG0007485.0	OG0008989.0
-2.703219582573575	-1.1752728727678972	-2.365127976835786	-2.4104282460262545	-1.347949534477697	-2.40621599473934	-1.732164607902385	-1.4538340149720796	-3.434402824145775
OG0005011.0	OG0000056.0	OG0000239.0	OG0010724.0	OG0009205.0	OG0000043.242	OG0005764.0	OG0004455.4	OG0000442.2
-2.346664773208869	-1.357714316940423	-1.7107557148433576	-2.4104282460262545	-2.139553606611556	-1.1639142882975944	-2.6241542753321765	-2.8900377466011817	-1.386468347082073
OG0000575.28	OG0005460.0	OG0005660.0	OG0002604.2	OG0000486.2	OG0000039.0	OG0013899.0	OG0007145.0	OG0000007.3
-1.9850734557618972	-2.707453812049662	-2.5088139035410735	-1.697125329634415	-1.8349563505169555	-1.3222888137393203	-3.3682531104378755	-1.80944834796773	-1.4564051357473986
OG0000334.9	OG0012218.2	OG0005116.0	OG0005643.0	OG0000071.0	OG0000435.0	OG0010101.0	OG0000011.866	OG0006444.0
-2.089267338097087	-2.3606752108291547	-2.4297313844218773	-2.446148031818874	-1.5006260549978325	-2.039784866105864	-2.6268251092468837	-1.3733272473940066	-1.8791172667513478
OG0000265.0	OG0003403.0	OG0000142.14	OG0000056.0	OG0003396.26	OG0003156.4	OG0000047.282	OG0011359.3	OG0005764.0
-2.897543423349266	-2.1880358246898064	-1.5525794954095031	-1.357714316940423	-1.5717503892943052	-2.4158071418902627	-2.4104282460262545	-2.0197552951466102	-2.6241542753321765
OG0007120.0	OG0001618.1	OG0000334.9	OG0000486.2	OG0000039.0	OG0004239.0	OG0006356.1	OG0000035.64	OG0006474.4
-2.9356689537540164	-1.3176064889372687	-2.089267338097087	-1.8349563505169555	-1.3222888137393203	-3.1253210507925444	-2.7446805592942116	-1.6321816563938067	-1.989649811830433
OG0000995.122	OG0000009.921	OG0000099.0	OG0000047.282	OG0005871.0	OG0005463.3	OG0000349.0	OG0003993.4	OG0006838.6
-2.539519529959989	-1.4908615842822894	-1.190667880226499	-2.4104282460262545	-3.436666120500568	-2.3584539709124765	-2.286304185156641	-3.4266254735540556	-2.407363571393423
OG0003068.0	OG0011175.0	OG0000018.842	OG0000099.0	OG0000039.0	OG0000047.282	OG0004640.26	OG0002447.0	OG0003696.0
-2.4719288354212647	-3.372579930598799	-1.4707287562940685	-1.190667880226499	-1.3222888137393203	-2.4104282460262545	-1.1093587560365563	-2.128787175742486	-2.1231196628370834
OG0000382.10	OG0006082.0	OG0000071.0	OG0000200.0	OG0007195.0	OG0000090.24	OG0000011.866	OG0005468.0
-3.0344557997682955	-1.5674681212618837	-1.5006260549978325	-1.6481455608676208	-2.061902438925907	-1.3778192957794075	-1.3733272473940066	-2.435963338133392
OG0003378.14	OG0007119.0	OG0000334.9	OG0000000.3460	OG0000007.976	OG0003155.34	OG0000200.0	OG0005827.2	OG0003198.2
-2.8458056750072105	-2.706511797624492	-2.089267338097087	-2.1694201465224596	-1.3154505308161575	-2.9072513144604764	-1.6481455608676208	-1.9997114898418764	-2.0555912954672277
OG0001709.27	OG0005679.1	OG0004934.6	OG0000486.2	OG0000018.289	OG0000349.0	OG0000376.174	OG0000100.1	OG0003833.22
-2.1645609467758744	-1.8577826381961766	-2.9126729482025246	-1.8349563505169555	-1.58337640836713	-2.286304185156641	-1.8996950942043145	-1.4305089080412838	-2.343732465205711
OG0000923.0	OG0007462.4	OG0006232.0	OG0000429.0	OG0005870.0	OG0000105.0	OG0003702.0	OG0005827.2	OG0000013.2
-1.6228207102633614	-1.980226930959973	-1.431870583499509	-1.886299500835272	-2.6610907271910786	-1.6148451031156563	-2.8140066299300344	-1.9997114898418764	-1.2726458463191588
OG0004677.10	OG0004245.1	OG0000132.40	OG0014585.0	OG0004739.0	OG0001557.1	OG0000090.24	OG0000001.1420	OG0003321.6
-3.4151913949577875	-2.67116353577046	-1.6201572725083175	-3.1197298112988974	-2.0606981859003164	-1.6615470596449509	-1.3778192957794075	-1.3147325934831586	-1.9018499789079883
OG0007789.0	OG0006523.0	OG0000239.0	OG0000486.2	OG0004599.4	OG0007195.0	OG0006875.0	OG0000013.2	OG0000007.3
-3.1090475285429777	-2.2419527181667664	-1.7107557148433576	-1.8349563505169555	-2.402778731599688	-2.061902438925907	-2.566185915541973	-1.2726458463191588	-1.4564051357473986
OG0005414.0	OG0002982.0	OG0000176.0	OG0004225.4	OG0004966.0	OG0000169.16	OG0001557.1	OG0007463.1	OG0000013.2
-2.091110253026279	-1.7617022724877125	-1.873555700275309	-1.7998723457263979	-1.9768156307517366	-1.6402539530945293	-1.6615470596449509	-4.015082594573079	-1.2726458463191588
OG0004524.0	OG0004452.2	OG0003502.3	OG0006461.4	OG0000032.252	OG0000169.16	OG0006654.0	OG0000007.3	OG0000442.2
-2.278583590010193	-1.8411459704833824	-2.8447688837007212	-3.095419565078682	-1.542458237592193	-1.6402539530945293	-1.8903051351740703	-1.4564051357473986	-1.386468347082073
OG0000923.0	OG0006825.0	OG0000177.8	OG0002604.2	OG0003629.0	OG0000032.252	OG0000071.0	OG0006443.2	OG0002411.1
-1.6228207102633614	-1.819088336631431	-2.107803289534515	-1.697125329634415	-2.0273808609918476	-1.542458237592193	-1.5006260549978325	-2.44890239384089	-2.902389203373578
OG0000265.0	OG0008988.2	OG0006461.4	OG0012073.2	OG0005305.2	OG0000239.0	OG0000018.289	OG0000307.20	OG0005066.2
-2.897543423349266	-2.2419527181667664	-3.095419565078682	-2.321567466203848	-1.5929192245494994	-1.7107557148433576	-1.58337640836713	-1.1504009888485485	-2.1999180747615488
OG0002444.1	OG0005872.0	OG0000239.0	OG0000074.152	OG0005574.4	OG0000006.561	OG0012210.0	OG0006844.0	OG0000007.3
-2.3378856687903387	-3.8140066299300344	-1.7107557148433576	-1.6375581658743559	-3.167409692565248	-1.4663369871769107	-2.2901800320230836	-2.2542893780119995	-1.4564051357473986
OG0000012.918	OG0002858.1	OG0000334.9	OG0003424.0	OG0006136.0	OG0009102.2	OG0000074.152	OG0005545.0	OG0000105.0
-1.4031602455622152	-2.49817873457909	-2.089267338097087	-1.5116906642966368	-2.3093594213843067	-1.9143034193207538	-1.6375581658743559	-3.0174170530774096	-1.6148451031156563
OG0004677.10	OG0006395.0	OG0000099.0	OG0000245.24	OG0003012.0	OG0014033.0	OG0000486.2	OG0006790.0	OG0000001.1420
-3.4151913949577875	-2.744197163397282	-1.190667880226499	-1.367731784500487	-1.6223764623642731	-1.4548223653847077	-1.8349563505169555	-2.077041035763828	-1.3147325934831586
OG0007118.0	OG0003229.0	OG0006694.0	OG0003997.0	OG0000307.20	OG0000032.252	OG0000090.24	OG0006866.0	OG0000075.0
-2.519528054772523	-3.4863273498680676	-1.8016315768974807	-2.009262921328968	-1.1504009888485485	-1.542458237592193	-1.3778192957794075	-1.6190489563741528	-1.5942254220501242
OG0000228.54	OG0000000.3460	OG0006514.0	OG0007190.6	OG0002765.0	OG0000192.0	OG0000010.475	OG0003204.0	OG0004558.0
-1.3025820060825506	-2.1694201465224596	-3.024443179176788	-2.5166356392866507	-1.5236701622428623	-1.5657587667480637	-1.5407782431771522	-3.0721793798037935	-2.2358237236440717
OG0005028.2	OG0001610.50	OG0002713.0	OG0000239.0	OG0000032.252	OG0000074.152	OG0000004.846	OG0000119.0	OG0005889.4
-2.151362038095294	-2.0180012584066676	-2.599899316984519	-1.7107557148433576	-1.542458237592193	-1.6375581658743559	-2.670704151897485	-2.414268267034073	-2.47513393541407
OG0000112.0	OG0004723.0	OG0000000.3460	OG0000710.0	OG0003245.24	OG0003850.4	OG0004451.2	OG0000011.866	OG0010583.4
-1.2012443860853812	-2.4847921809641793	-2.1694201465224596	-1.9825056205407274	-1.9301603749313658	-1.9782360257083436	-2.2440015162022933	-1.3733272473940066	-3.9713176996881256
