OG0006804.0	OG0004464.0	OG0000027.457	OG0004617.12	OG0000692.0	OG0000019.257	OG0000177.8	OG0002252.0	OG0006400.2	OG0001698.26	OG0009883.5	OG0004338.2	OG0001643.24	OG0004324.0	OG0000606.2	OG0001967.0	OG0000835.7	OG0004710.2	OG0002346.16	OG0000038.0	OG0000027.1	OG0004835.2	OG0001566.2	OG0000471.2	OG0012896.0	OG0000107.44
-2.0344557997682955	-1.6241542753321765	-2.107803289534515	-3.1532860593285235	-1.613520111403766	-1.7918573526622783	-2.107803289534515	-2.005782352594006	-3.5225920697297517	-2.947305888696155	-3.0576919438438153	-2.2926519125167304	-3.330537769639225	-2.607352856035737	-2.356236145662658	-1.9329120351988534	-2.5803532474685666	-3.2419527181667664	-2.321206927643708	-1.8817731862070524	-1.7403358160513485	-3.0150825945730797	-2.0445383960764985	-2.7553564542606015	-2.3140150132440978	-1.6663472852345864
-1.7998723457263979	-1.2560111768091473	-2.0991235338421013	-2.0150825945730797	-2.160685336544851	-1.71928118638199	-2.544140190613815	-1.753409497094819	-1.347215245091244	-2.064615689201755	-1.1752728727678972	-1.6228207102633614	-2.0493076402243706	-2.009262921328968	-2.110292841560213	-3.209561571814799	-1.6157291074575852	-1.7485535684414182	-2.7933567760166045	-2.452451460921961	-1.7223722523409946	-1.7173822785186517	-2.0368218438261088	-2.2716005413289375	-2.091725081520941	-1.3462979086065388	-1.4031602455622152
OG0002304.1	OG0001268.24	OG0000320.0	OG0000200.0	OG0003821.20	OG0001730.2	OG0000142.14	OG0000001.1420	OG0003403.0	OG0001737.0	OG0008124.0	OG0000865.1	OG0001753.20	OG0015310.0	OG0000060.0	OG0000018.842	OG0001030.26	OG0000032.86	OG0005852.2	OG0006779.0	OG0000180.0	OG0005891.2	OG0002262.0	OG0016023.0	OG0014581.2	OG0000045.0
-2.301870442546109	-1.8996950942043145	-2.3072157433659903	-1.6481455608676208	-2.6864058534276087	-2.3291596641184382	-1.5525794954095031	-1.3147325934831586	-2.1880358246898064	-3.130365444186607	-2.365127976835786	-1.7943572580545428	-1.6467896443759993	-0.8081847102931018	-1.3061450976464348	-1.4707287562940685	-2.3789444967002606	-2.131629303260768	-2.92631684638356	-1.2216231890916769	-1.341171575656346	-1.8756718649977986	-2.2202780187929276	-2.181803870978292	-3.599724402454614	-1.3462979086065388
OG0000112.0	OG0000334.9	OG0009866.0	OG0002324.4	OG0016393.4	OG0000214.0	OG0012208.0	OG0005157.0	OG0003825.26	OG0000002.763	OG0000901.0	OG0002614.0	OG0016268.0	OG0000060.0	OG0000011.1	OG0000834.30	OG0000002.1788	OG0013022.0	OG0000232.19	OG0004977.0	OG0000442.2	OG0000908.24	OG0004565.2	OG0003671.2	OG0004811.0	OG0005871.0	OG0000323.43
-1.2012443860853812	-2.089267338097087	-2.810966175609983	-2.355497627581064	-3.333079836218398	-1.4204336398397874	-2.567895776531323	-1.411003597994354	-3.086201035049304	-1.8236772273595372	-2.023269779322847	-1.9736956756480915	-2.952322024855525	-1.3061450976464348	-1.347949534477697	-2.2997378552532965	-1.3932735249871873	-1.3851488375778966	-2.0493076402243706	-1.8316146945852478	-1.386468347082073	-2.2674268787048018	-2.0709665213541437	-1.6620035364849841	-2.0886535558964283	-3.436666120500568	-2.67853364140747
OG0002034.0	OG0010741.0	OG0000121.128	OG0000349.0	OG0001604.2	OG0000046.1	OG0008097.4	OG0006753.0	OG0000600.26	OG0008074.12	OG0002011.0	OG0012115.4	OG0000257.0	OG0000011.1	OG0000196.0	OG0011921.8	OG0002946.0	OG0004453.2	OG0000269.0	OG0004694.0	OG0000268.1	OG0007191.0	OG0001145.3	OG0000347.80	OG0004330.0	OG0006866.0	OG0000012.918
-2.5640514351394663	-2.4655399180732718	-2.13384372432621	-2.286304185156641	-1.8484009177306033	-1.8293057663129169	-2.1328942704973457	-2.196276993225842	-2.879382638782058	-2.1610079067062595	-1.8828369245342407	-2.7529231680691826	-1.5253303408390566	-1.347949534477697	-1.1752728727678972	-3.520189993320905	-1.8099541131055612	-1.874613394634186	-2.168771306825942	-1.6016496296540352	-2.3748230433194877	-2.262572817270941	-2.8354711391186314	-2.5924840880536992	-2.4035418604410146	-1.6190489563741528	-1.4031602455622152
OG0004966.0	OG0002080.0	OG0016202.4	OG0005664.4	OG0002622.0	OG0000806.27	OG0000767.24	OG0000611.0	OG0000007.3	OG0009822.0	OG0000746.0	OG0004376.0	OG0001319.1	OG0000154.2	OG0000056.0	OG0005968.0	OG0000239.0	OG0006460.2	OG0000228.54	OG0000169.16	OG0004243.8	OG0000599.0	OG0004695.0	OG0006041.6	OG0012260.0	OG0000012.918	OG0009880.0
-1.9768156307517366	-3.016249351645075	-3.2933589426905914	-2.7245161073327124	-1.7027498788282933	-2.1500807813140215	-2.3331525325496165	-2.4611638922585346	-1.4564051357473986	-1.4900508536956893	-2.053493701310979	-2.637558165874356	-1.997693532616831	-1.5864059175908252	-1.357714316940423	-2.110915901401851	-1.7107557148433576	-2.117787378107137	-1.3025820060825506	-1.6402539530945293	-3.7193761974157025	-1.7269019108215087	-1.7238011349677584	-2.8822517713966755	-2.394410848688886	-1.4031602455622152	-1.0285576106826098
OG0001454.24	OG0012739.6	OG0011996.0	OG0000011.866	OG0000032.252	OG0001342.24	OG0005093.2	OG0011007.2	OG0001264.24	OG0011195.2	OG0005111.8	OG0000350.8	OG0001126.24	OG0004933.6	OG0000018.842	OG0001525.51	OG0001528.16	OG0003532.0	OG0002946.0	OG0000683.0	OG0000099.0	OG0000359.28	OG0000307.20	OG0000147.0	OG0002939.24	OG0004387.2	OG0005848.4
-2.7055703978906718	-4.4494538978361495	-3.139235797371172	-1.3733272473940066	-1.542458237592193	-2.0975790576846496	-2.0522964439469233	-2.6047177958677667	-2.97029976578458	-1.8967373733939155	-2.1811494391045665	-1.4568010998066674	-2.1844245711374275	-2.5332423842738288	-1.4707287562940685	-2.492484413520771	-1.2354839862020475	-2.110292841560213	-1.8099541131055612	-1.3125809226281095	-1.190667880226499	-1.63464340296952	-1.1504009888485485	-2.9669118306678124	-2.3233715117570313	-1.4324545523562533	-3.960159735468209
OG0000438.1	OG0005093.2	OG0000364.1	OG0017989.0	OG0000429.0	OG0005939.0	OG0000902.24	OG0011350.0	OG0006117.2	OG0000279.0	OG0000007.585	OG0001849.0	OG0000966.4	OG0002156.0	OG0000026.45	OG0013004.2	OG0007467.0	OG0000967.4	OG0009032.0	OG0001866.0	OG0005618.0	OG0000310.18	OG0005693.0	OG0002809.0	OG0000007.976	OG0002822.4	OG0000074.152
-2.2105628639597157	-2.0522964439469233	-1.795358434389579	-1.0124608360791227	-1.886299500835272	-2.5937898914684347	-2.950090477556942	-3.0606981859003164	-1.6353155180717716	-1.8018830708475446	-1.347215245091244	-2.3481331652347563	-1.4108117885091431	-2.2660383366910795	-1.1872142911325638	-2.1341603478413376	-1.9902228783884701	-3.1090475285429777	-2.567040592723894	-1.2467377807321434	-1.8767311125056534	-1.6157291074575852	-2.204233052217608	-2.5602173105240187	-1.3154505308161575	-1.5199417307727447	-1.6375581658743559
OG0001701.8	OG0000732.24	OG0000032.252	OG0007495.0	OG0008663.0	OG0010096.2	OG0000018.289	OG0015008.2	OG0000015.600	OG0000142.14	OG0004821.2	OG0008983.0	OG0000350.8	OG0001239.26	OG0000403.25	OG0000257.0	OG0004627.2	OG0001870.2	OG0001844.24	OG0000441.96	OG0002604.2	OG0005613.0	OG0000435.0	OG0002882.0	OG0000015.773	OG0000847.24
-2.144329165559629	-1.9395375120138931	-1.542458237592193	-2.8395960741399864	-3.222363567724165	-2.324093762105477	-1.58337640836713	-3.352842088357422	-0.9265910448146599	-1.5525794954095031	-2.389866923543938	-1.2894745576614033	-1.4568010998066674	-2.5855396941839017	-1.707689411795574	-1.5253303408390566	-1.9902228783884701	-2.368104140946196	-2.7973628738101626	-2.874084450525277	-1.697125329634415	-2.3147325934831584	-2.039784866105864	-1.8854997068348074	-0.9905094970525475	-3.168771306825942
OG0005663.12	OG0003504.8	OG0000109.0	OG0000014.1	OG0013832.0	OG0000279.0	OG0010677.0	OG0003301.0	OG0000001.1420	OG0001373.1	OG0005316.15	OG0000350.8	OG0001402.24	OG0001664.2	OG0006035.10	OG0006943.0	OG0000192.0	OG0001518.24	OG0005606.20	OG0000268.1	OG0003890.6	OG0000105.0	OG0002122.0	OG0005902.0	OG0004168.24	OG0000815.24	OG0000054.0
-2.9061694283648647	-2.244685095954902	-1.6975932054422744	-1.848660698957719	-2.2845458728842822	-1.8018830708475446	-2.9919434451289417	-1.7098115426624796	-1.3147325934831586	-2.432843996289213	-2.178208163792444	-1.4568010998066674	-2.1360615495760285	-1.966347947510003	-1.7629258286978426	-1.733123527871812	-1.5657587667480637	-1.9156635542766762	-1.5014427519009832	-2.3748230433194877	-1.858305638035469	-1.6148451031156563	-3.1354275372428675	-1.8785866690841353	-2.058292691319033	-2.3481331652347563	-1.5576668766702486
OG0001046.24	OG0003668.0	OG0000081.1	OG0004512.2	OG0000364.1	OG0001829.22	OG0000142.14	OG0002060.0	OG0000127.0	OG0001557.1	OG0002765.0	OG0000056.0	OG0006483.2	OG0005701.4	OG0001659.0	OG0006119.2	OG0004873.0	OG0007994.1	OG0000074.1	OG0001140.24	OG0007943.0	OG0005416.0	OG0003253.52	OG0000039.0	OG0001154.24	OG0000192.0	OG0005956.0
-1.7022803279564873	-1.8815073741305954	-2.2048980418771755	-2.0540927027897475	-1.795358434389579	-2.3584539709124765	-1.5525794954095031	-2.115284870903967	-1.4623560380701153	-1.6615470596449509	-1.5236701622428623	-1.357714316940423	-2.1577854460390564	-2.9839316313723465	-1.415229871442725	-3.576045405985103	-2.7617022724877125	-2.5236701622428623	-1.589007712779105	-1.9816506901211082	-1.975680320804587	-2.1265804965651434	-2.364384894130257	-1.3222888137393203	-2.4540316308947077	-1.5657587667480637	-1.5810005345687344
OG0004813.0	OG0000334.9	OG0000711.2	OG0000010.475	OG0000377.148	OG0009870.9	OG0005940.0	OG0000320.0	OG0000536.32	OG0009821.0	OG0005750.0	OG0001581.24	OG0000292.93	OG0001753.20	OG0001870.2	OG0003375.2	OG0000923.0	OG0000176.0	OG0000667.13	OG0000310.18	OG0001635.0	OG0008199.4	OG0005653.0	OG0006416.0	OG0004168.24	OG0000054.0
-2.0531942938094603	-2.089267338097087	-2.2674268787048018	-1.5407782431771522	-1.9367731980030187	-2.3628998759436683	-2.448114896528275	-2.3072157433659903	-1.352731546895617	-2.576045405985103	-1.775218805604411	-2.2856006030695974	-1.802134608646262	-1.6467896443759993	-2.368104140946196	-1.815783191907759	-1.6228207102633614	-1.873555700275309	-1.7843835229227878	-1.6157291074575852	-1.4246876693125632	-3.6663014933874165	-2.5538496598709073	-3.016249351645075	-2.058292691319033	-1.5576668766702486
OG0003459.2	OG0000119.0	OG0000334.9	OG0002209.38	OG0002656.2	OG0006472.8	OG0001868.2	OG0014631.1	OG0001319.1	OG0000935.24	OG0004571.0	OG0000001.1420	OG0000710.0	OG0000139.0	OG0004923.0	OG0004605.20	OG0003835.22	OG0007467.0	OG0001501.1	OG0000013.2	OG0005416.0	OG0005482.0	OG0000001.2899	OG0000018.1	OG0008507.1	OG0000453.2
-1.7456478372660071	-2.414268267034073	-2.089267338097087	-2.1475216763576133	-1.9556758311877986	-2.5445609854369495	-2.2639580262500325	-2.8593522068451582	-1.997693532616831	-2.2677742231246545	-1.9899363166553026	-1.3147325934831586	-1.9825056205407274	-1.5587290095614008	-2.055291452373373	-2.6099927379084407	-1.6281623826695795	-1.9902228783884701	-2.7928567950582512	-1.2726458463191588	-2.1265804965651434	-1.6943212567577124	-1.6248215204103875	-1.5678957765313228	-1.6615470596449509	-2.026205070347394
OG0000152.155	OG0008069.7	OG0002777.4	OG0004127.0	OG0004362.4	OG0000200.0	OG0000600.26	OG0000142.14	OG0006104.0	OG0000127.0	OG0000775.24	OG0002057.0	OG0001682.68	OG0000799.22	OG0000056.0	OG0000588.0	OG0000026.45	OG0005630.0	OG0001168.24	OG0000327.1	OG0008234.0	OG0000246.0	OG0012981.0	OG0007485.0	OG0000599.0	OG0004964.6	OG0000837.0
-1.386468347082073	-2.359934417467107	-2.413499444718575	-3.6823254636278606	-1.715959736045904	-1.6481455608676208	-2.879382638782058	-1.5525794954095031	-2.2622267227410604	-1.4623560380701153	-3.4759363242227894	-2.130997235324748	-2.745164117214237	-1.5168420481919158	-1.357714316940423	-3.1328942704973453	-1.1872142911325638	-2.1090475285429777	-2.194624989105232	-3.5499580271891733	-1.52512271400688	-1.7636604608316264	-1.4171550052230346	-1.4538340149720796	-1.7269019108215087	-2.4900508536956893	-1.6513143306656128
OG0000283.1	OG0001956.0	OG0002805.0	OG0000302.34	OG0000518.24	OG0005262.4	OG0000575.28	OG0000132.40	OG0001927.0	OG0001437.24	OG0006166.2	OG0004239.0	OG0000056.0	OG0000034.305	OG0000318.0	OG0020851.0	OG0012237.2	OG0002125.0	OG0006119.2	OG0007337.4	OG0005644.0	OG0009159.0	OG0000671.12	OG0000007.976	OG0001851.13	OG0000074.152	OG0007818.0
-2.0606981859003164	-4.6518129136030675	-1.7211825969252785	-1.9584766378156495	-2.207561069935362	-1.994240730711315	-1.9850734557618972	-1.6201572725083175	-1.8836352433082157	-2.110292841560213	-1.87514253274424	-3.1253210507925444	-1.357714316940423	-1.8622341919041214	-2.677610316549785	-1.409278229990159	-2.9731291352752547	-2.225666241828959	-3.576045405985103	-1.7326439882161124	-2.2997378552532965	-1.5961869383834104	-2.4568010998066674	-1.3154505308161575	-2.087426774325152	-1.6375581658743559	-3.562175701118391
OG0005463.38	OG0000032.252	OG0000638.38	OG0000294.0	OG0009091.4	OG0000349.0	OG0003570.2	OG0007184.0	OG0000747.125	OG0004514.0	OG0003696.0	OG0000060.0	OG0001406.24	OG0000139.0	OG0000710.0	OG0003219.0	OG0000206.0	OG0004975.0	OG0001878.2	OG0005473.2	OG0000039.0	OG0006150.0	OG0001364.24	OG0001004.1	OG0003775.0	OG0003073.0
-1.8051564880004805	-1.542458237592193	-2.947862376664825	-2.20058107800892	-3.302297338551854	-2.286304185156641	-2.068543859087288	-2.8815073741305954	-3.386091221203337	-1.6257116608309687	-2.1231196628370834	-1.3061450976464348	-2.465938397578882	-1.5587290095614008	-1.9825056205407274	-1.4291485165770805	-1.6355396260397388	-2.7312063248775216	-2.4065984188743528	-2.2709040918628958	-1.3222888137393203	-2.0697546816853354	-2.237863830098888	-1.6629169236892125	-1.951205819739195	-2.3913799756395075
OG0004409.0	OG0000349.0	OG0000200.0	OG0000746.0	OG0008431.6	OG0000187.1	OG0000001.1420	OG0001437.24	OG0010542.2	OG0000160.4	OG0000758.2	OG0000056.0	OG0007462.4	OG0003696.0	OG0001498.1	OG0004837.2	OG0003795.5	OG0004972.9	OG0000075.0	OG0002604.2	OG0001291.1	OG0001326.24	OG0002612.0	OG0003602.0	OG0005689.4	OG0000204.2
-2.1939647167637806	-2.286304185156641	-1.6481455608676208	-2.053493701310979	-3.5422901500886947	-1.5274082542630671	-1.3147325934831586	-2.110292841560213	-3.6453898681666734	-1.5153978056277968	-1.8730271437422348	-1.357714316940423	-1.980226930959973	-2.1231196628370834	-2.4297313844218773	-2.3940316411585414	-2.1240627035336246	-2.2155797753822157	-1.5942254220501242	-1.697125329634415	-2.6971253296344155	-2.3029379195026087	-1.5758303511973621	-2.279283757478869	-3.1923153567568927	-2.006941609418847
OG0000532.9	OG0000749.2	OG0003731.0	OG0010980.0	OG0004823.2	OG0000183.0	OG0013462.4	OG0008196.2	OG0001982.0	OG0002260.4	OG0000026.45	OG0008112.0	OG0000196.0	OG0001575.2	OG0000923.0	OG0004466.4	OG0006383.0	OG0000002.1788	OG0001243.24	OG0013056.0	OG0001674.0	OG0008180.1	OG0000099.0	OG0001381.24	OG0000837.0	OG0002231.0	OG0003526.0
-2.4065984188743528	-2.240588467435424	-2.3481331652347563	-3.121549296903336	-2.1584293626044833	-1.753409497094819	-4.4872977725779	-3.1558554189406562	-2.5294891648227247	-1.6223764623642731	-1.1872142911325638	-2.091110253026279	-1.1752728727678972	-1.7381683412478632	-1.6228207102633614	-2.9126729482025246	-2.559366664838473	-1.3932735249871873	-2.2095615718147994	-1.7688133867721352	-2.1081142486996134	-4.025852519934475	-1.190667880226499	-2.0691491433591787	-1.6513143306656128	-2.938984225318372	-2.962406924459767
OG0001212.24	OG0005490.6	OG0005626.0	OG0002615.8	OG0000404.58	OG0012158.0	OG0004307.0	OG0000110.3	OG0003623.8	OG0000318.0	OG0014540.0	OG0000139.0	OG0000276.72	OG0006111.2	OG0007467.0	OG0006927.0	OG0001667.0	OG0008540.0	OG0000543.45	OG0000442.2	OG0000714.29	OG0002556.2	OG0000105.0	OG0004406.0	OG0001851.13	OG0000006.561	OG0000012.918
-2.1215492969033365	-3.349382474621595	-2.160685336544851	-1.9105018491608974	-1.925768605814208	-2.8262329322632938	-1.7514651638613212	-1.5002178798526882	-1.9556758311877986	-2.677610316549785	-1.8664364742588941	-1.5587290095614008	-2.1584293626044833	-2.7022803279564873	-1.9902228783884701	-2.061902438925907	-2.4595758953553424	-3.020925838854548	-1.6670343374140395	-1.386468347082073	-1.528240258346616	-1.9086048139883	-1.6148451031156563	-1.4855999609633836	-2.087426774325152	-1.4663369871769107	-1.4031602455622152
OG0001493.24	OG0002285.24	OG0002506.0	OG0004599.4	OG0004445.0	OG0006117.2	OG0000336.0	OG0002950.2	OG0001557.1	OG0006418.0	OG0001329.24	OG0001252.1	OG0005285.0	OG0004272.1	OG0000797.20	OG0010952.0	OG0000310.18	OG0000039.0	OG0000169.16	OG0009949.0	OG0000285.1	OG0000105.0	OG0006108.0	OG0001945.2	OG0000007.976	OG0002974.24	OG0013553.2
-3.088040034713085	-2.547088335060036	-2.1529652108804336	-2.402778731599688	-2.087120241860196	-1.6353155180717716	-2.026205070347394	-1.779422393409101	-1.6615470596449509	-3.151362038095294	-2.475535074035002	-2.4595758953553424	-2.3011592297927903	-2.7495234474970305	-2.1050076690304853	-1.314373758749089	-1.6157291074575852	-1.3222888137393203	-1.6402539530945293	-2.532824877385981	-2.0634091701760617	-1.6148451031156563	-1.7314458359664568	-1.7908586021614084	-1.3154505308161575	-1.6945547214464474	-1.380821783940931
OG0000918.1	OG0003502.3	OG0001820.0	OG0000010.475	OG0013081.0	OG0006833.2	OG0000062.12	OG0003181.15	OG0000958.3	OG0007458.0	OG0001271.1	OG0004292.0	OG0001688.16	OG0012179.2	OG0000239.0	OG0009038.2	OG0000409.24	OG0000967.4	OG0001440.24	OG0000192.0	OG0000015.773	OG0004749.2	OG0004027.1	OG0000074.152	OG0001668.0	OG0000012.918	OG0005155.0
-3.03268380973072	-2.8447688837007212	-1.7326439882161124	-1.5407782431771522	-1.273343137314313	-2.192974874501356	-2.5538496598709073	-2.220614193801064	-1.6585834755212776	-2.0267928458865443	-2.521183470950585	-1.9132162338579333	-2.6429547870331924	-2.6020875398230947	-1.7107557148433576	-2.585106777439201	-2.291945228671648	-3.1090475285429777	-2.097887820669432	-1.5657587667480637	-0.9905094970525475	-2.1090475285429777	-2.202903991745088	-1.6375581658743559	-1.9528804514314493	-1.4031602455622152	-2.1610079067062595
OG0013970.0	OG0001618.1	OG0000020.431	OG0000018.289	OG0002802.20	OG0007190.6	OG0003320.8	OG0006113.2	OG0000336.0	OG0000338.41	OG0000625.28	OG0004571.0	OG0004590.28	OG0000966.4	OG0012908.0	OG0000729.25	OG0000710.0	OG0000000.3460	OG0000239.0	OG0006825.0	OG0003521.2	OG0006785.2	OG0002150.0	OG0006827.2	OG0000310.18	OG0000928.30	OG0000054.0
-4.05733161539648	-1.3176064889372687	-1.708867987991247	-1.58337640836713	-2.0250302371872846	-2.5166356392866507	-1.890037746601182	-3.4372129657913293	-2.026205070347394	-1.7690592238760594	-2.0291463456595165	-1.9899363166553026	-2.1468826087764485	-1.4108117885091431	-2.687799537362322	-2.085282413534097	-1.9825056205407274	-2.1694201465224596	-1.7107557148433576	-1.819088336631431	-2.3580840965248875	-1.50635266602479	-2.369594528517677	-2.181803870978292	-1.6157291074575852	-2.845287186217842	-1.5576668766702486
OG0000011.866	OG0001018.1	OG0000100.1	OG0000497.40	OG0002124.0	OG0002486.16	OG0005447.3	OG0000302.34	OG0000200.0	OG0002010.0	OG0000142.14	OG0000160.4	OG0005941.0	OG0006695.2	OG0005056.1	OG0005882.2	OG0010624.0	OG0002181.0	OG0006087.9	OG0005667.0	OG0002199.2	OG0000645.36	OG0001216.24	OG0002279.0	OG0000006.561	OG0000112.0
-1.3733272473940066	-2.014499569695115	-1.4305089080412838	-2.4394806784556318	-2.0868137745110054	-2.224991612384405	-3.390623251236693	-1.9584766378156495	-1.6481455608676208	-1.6592668394122683	-1.5525794954095031	-1.5153978056277968	-2.615287037577954	-2.1982618984335427	-2.0991235338421013	-2.9612828924271466	-3.564136753749792	-1.4330387576855113	-2.1610079067062595	-2.5344956303704946	-2.9159357352115256	-2.055291452373373	-2.5530027593236113	-2.2419527181667664	-1.4663369871769107	-1.2012443860853812
OG0000829.5	OG0011345.0	OG0004304.0	OG0002777.4	OG0003695.0	OG0000014.1	OG0013514.0	OG0000265.0	OG0000575.28	OG0001801.0	OG0000026.45	OG0000018.842	OG0003820.20	OG0001880.0	OG0008176.2	OG0000486.2	OG0003273.0	OG0003338.0	OG0000176.0	OG0006576.0	OG0000039.0	OG0014641.0	OG0001216.24	OG0005705.2	OG0004220.0	OG0001392.24	OG0003816.26
-1.8986188576449754	-2.5236701622428623	-2.16682653676166	-2.413499444718575	-2.745164117214237	-1.848660698957719	-2.3906232512366934	-2.897543423349266	-1.9850734557618972	-2.2145749964390666	-1.1872142911325638	-1.4707287562940685	-2.8900377466011817	-1.698061233034664	-2.25635578329374	-1.8349563505169555	-2.3673595241343683	-1.9728459484962733	-1.873555700275309	-2.1468826087764485	-1.3222888137393203	-1.8180705623099334	-2.5530027593236113	-2.0279691158586677	-1.729530859689422	-2.364013496254377	-2.3815733833540693
OG0005463.38	OG0000011.866	OG0005128.2	OG0016202.4	OG0003980.9	OG0002622.0	OG0001944.0	OG0008179.0	OG0000320.0	OG0006228.0	OG0000200.0	OG0006833.2	OG0000575.28	OG0002095.0	OG0004245.1	OG0000350.8	OG0001328.24	OG0000942.24	OG0001996.0	OG0000026.45	OG0011419.0	OG0008200.0	OG0003232.9	OG0012098.2	OG0002558.0	OG0000230.58	OG0000105.0
-1.8051564880004805	-1.3733272473940066	-1.6210445388590935	-3.2933589426905914	-2.068241312155092	-1.7027498788282933	-2.310432456049533	-2.6268251092468837	-2.3072157433659903	-1.7883647466728505	-1.6481455608676208	-2.192974874501356	-1.9850734557618972	-1.9674759343078005	-2.67116353577046	-1.4568010998066674	-2.3313362222997793	-1.9362209702294289	-1.8416629728328997	-1.1872142911325638	-1.1112275322575584	-2.4088950949352212	-2.9329120351988536	-1.9590374522215022	-1.9830758557421786	-1.4121549907457225	-1.6148451031156563
OG0006038.0	OG0002622.0	OG0000010.475	OG0000071.0	OG0004127.0	OG0004819.4	OG0005982.0	OG0002312.0	OG0009116.0	OG0006871.4	OG0001334.24	OG0000780.24	OG0002991.24	OG0011998.0	OG0000318.0	OG0000026.45	OG0000257.0	OG0003487.2	OG0000486.2	OG0002041.0	OG0000290.0	OG0003229.0	OG0000169.16	OG0002825.0	OG0001795.0	OG0006195.0
-1.1414619336634642	-1.7027498788282933	-1.5407782431771522	-1.5006260549978325	-3.6823254636278606	-1.7661119398257228	-2.2584251525812045	-2.392894616241506	-1.92631684638356	-2.3778192957794078	-2.3291596641184382	-1.8841677013474352	-1.8836352433082157	-2.414268267034073	-2.677610316549785	-1.1872142911325638	-1.5253303408390566	-3.0625049426059476	-1.8349563505169555	-1.8873665830147548	-1.6624601578025762	-3.4863273498680676	-1.6402539530945293	-1.3542061299200063	-2.0546919530749523	-1.2749132753697732
OG0000032.252	OG0003121.6	OG0001371.24	OG0006730.0	OG0000364.1	OG0000121.128	OG0010101.0	OG0007493.0	OG0003197.4	OG0000627.52	OG0000575.28	OG0000462.134	OG0000350.8	OG0000966.4	OG0006208.0	OG0000011.1	OG0004569.0	OG0001077.24	OG0004960.0	OG0003261.23	OG0000285.1	OG0002003.1	OG0002514.2	OG0005460.0	OG0000516.6	OG0000015.773
